Predicted Frequency,Stepper Position
7275940,135905
7276014,135926
7276087,135947
7276161,135968
7276238,135990
7276312,136011
7276386,136032
7276460,136053
7276534,136074
7276607,136095
7276681,136116
7276755,136137
7276829,136158
7276903,136179
7276976,136200
7277050,136221
7277124,136242
7277201,136264
7277275,136285
7277349,136306
7277423,136327
7277497,136348
7277570,136369
7277644,136390
7277718,136411
7277792,136432
7277866,136453
7277939,136474
7278013,136495
7278087,136516
7278164,136538
7278238,136559
7278312,136580
7278386,136601
7278460,136622
7278534,136643
7278607,136664
7278681,136685
7278755,136706
7278829,136727
7278903,136748
7278977,136769
7279051,136790
7279128,136812
7279202,136833
7279276,136854
7279349,136875
7279423,136896
7279497,136917
7279571,136938
7279645,136959
7279719,136980
7279793,137001
7279867,137022
7279940,137043
7280014,137064
7280092,137086
7280166,137107
7280239,137128
7280313,137149
7280387,137170
7280461,137191
7280535,137212
7280609,137233
7280683,137254
7280757,137275
7280830,137296
7280904,137317
7280978,137338
7281056,137360
7281130,137381
7281203,137402
7281277,137423
7281351,137444
7281425,137465
7281499,137486
7281573,137507
7281647,137528
7281721,137549
7281795,137570
7281869,137591
7281943,137612
7282020,137634
7282094,137655
7282168,137676
7282242,137697
7282316,137718
7282390,137739
7282464,137760
7282537,137781
7282611,137802
7282685,137823
7282759,137844
7282833,137865
7282907,137886
7282981,137907
7283059,137929
7283132,137950
7283206,137971
7283280,137992
7283354,138013
7283428,138034
7283502,138055
7283576,138076
7283650,138097
7283724,138118
7283798,138139
7283872,138160
7283946,138181
7284023,138203
7284097,138224
7284171,138245
7284245,138266
7284319,138287
7284393,138308
7284467,138329
7284541,138350
7284615,138371
7284689,138392
7284763,138413
7284837,138434
7284911,138455
7284989,138477
7285063,138498
7285137,138519
7285211,138540
7285285,138561
7285359,138582
7285433,138603
7285506,138624
7285580,138645
7285654,138666
7285728,138687
7285802,138708
7285876,138729
7285954,138751
7286028,138772
7286102,138793
7286176,138814
7286250,138835
7286324,138856
7286398,138877
7286472,138898
7286546,138919
7286620,138940
7286694,138961
7286768,138982
7286842,139003
7286920,139025
7286994,139046
7287068,139067
7287142,139088
7287216,139109
7287290,139130
7287364,139151
7287438,139172
7287512,139193
7287586,139214
7287660,139235
7287734,139256
7287808,139277
7287886,139299
7287960,139320
7288034,139341
7288108,139362
7288182,139383
7288256,139404
7288330,139425
7288404,139446
7288478,139467
7288552,139488
7288626,139509
7288700,139530
7288775,139551
7288852,139573
7288926,139594
7289000,139615
7289074,139636
7289148,139657
7289222,139678
7289297,139699
7289371,139720
7289445,139741
7289519,139762
7289593,139783
7289667,139804
7289741,139825
7289819,139847
7289893,139868
7289967,139889
7290041,139910
7290115,139931
7290189,139952
7290263,139973
7290337,139994
7290412,140015
7290486,140036
7290560,140057
7290634,140078
7290708,140099
7290782,140120
7290860,140142
7290934,140163
7291008,140184
7291082,140205
7291156,140226
7291230,140247
7291304,140268
7291379,140289
7291453,140310
7291527,140331
7291601,140352
7291675,140373
7291749,140394
7291827,140416
7291901,140437
7291975,140458
7292049,140479
7292123,140500
7292198,140521
7292272,140542
7292346,140563
7292420,140584
7292494,140605
7292568,140626
7292643,140647
7292717,140668
7292794,140690
7292869,140711
7292943,140732
7293017,140753
7293091,140774
7293165,140795
7293239,140816
7293314,140837
7293388,140858
7293462,140879
7293536,140900
7293610,140921
7293684,140942
7293762,140964
7293836,140985
7293911,141006
7293985,141027
7294059,141048
7294133,141069
7294207,141090
7294282,141111
7294356,141132
7294430,141153
7294504,141174
7294578,141195
7294653,141216
7294730,141238
7294804,141259
7294879,141280
7294953,141301
7295027,141322
7295101,141343
7295176,141364
7295250,141385
7295324,141406
7295398,141427
7295472,141448
7295547,141469
7295621,141490
7295699,141512
7295773,141533
7295847,141554
7295921,141575
7295996,141596
7296070,141617
7296144,141638
7296218,141659
7296293,141680
7296367,141701
7296441,141722
7296515,141743
7296590,141764
7296667,141786
7296742,141807
7296816,141828
7296890,141849
7296964,141870
7297039,141891
7297113,141912
7297187,141933
7297261,141954
7297336,141975
7297410,141996
7297484,142017
7297558,142038
7297636,142060
7297711,142081
7297785,142102
7297859,142123
7297933,142144
7298008,142165
7298082,142186
7298156,142207
7298230,142228
7298305,142249
7298379,142270
7298453,142291
7298528,142312
7298602,142333
7298680,142355
7298754,142376
7298828,142397
7298903,142418
7298977,142439
7299051,142460
7299126,142481
7299200,142502
7299274,142523
7299349,142544
7299423,142565
7299497,142586
7299571,142607
7299649,142629
7299724,142650
7299798,142671
7299872,142692
7299947,142713
7300021,142734
7300095,142755
7300170,142776
7300244,142797
7300318,142818
7300393,142839
7300467,142860
7300541,142881
7300619,142903
7300694,142924
7300768,142945
7300842,142966
7300917,142987
7300991,143008
7301065,143029
7301140,143050
7301214,143071
7301288,143092
7301363,143113
7301437,143134
7301511,143155
7301589,143177
7301664,143198
7301738,143219
7301812,143240
7301887,143261
7301961,143282
7302036,143303
7302110,143324
7302184,143345
7302259,143366
7302333,143387
7302407,143408
7302482,143429
7302560,143451
7302634,143472
7302709,143493
7302783,143514
7302857,143535
7302932,143556
7303006,143577
7303081,143598
7303155,143619
7303229,143640
7303304,143661
7303378,143682
7303453,143703
7303531,143725
7303605,143746
7303679,143767
7303754,143788
7303828,143809
7303903,143830
7303977,143851
7304051,143872
7304126,143893
7304200,143914
7304275,143935
7304349,143956
7304424,143977
7304502,143999
7304576,144020
7304650,144041
7304725,144062
7304799,144083
7304874,144104
7304948,144125
7305023,144146
7305097,144167
7305172,144188
7305246,144209
7305320,144230
7305395,144251
7305473,144273
7305547,144294
7305622,144315
7305696,144336
7305771,144357
7305845,144378
7305920,144399
7305994,144420
7306069,144441
7306143,144462
7306218,144483
7306292,144504
7306366,144525
7306441,144546
7306519,144568
7306593,144589
7306668,144610
7306742,144631
7306817,144652
7306891,144673
7306966,144694
7307040,144715
7307115,144736
7307189,144757
7307264,144778
7307338,144799
7307413,144820
7307491,144842
7307565,144863
7307640,144884
7307714,144905
7307789,144926
7307863,144947
7307938,144968
7308013,144989
7308087,145010
7308162,145031
7308236,145052
7308311,145073
7308385,145094
7308463,145116
7308538,145137
7308612,145158
7308687,145179
7308761,145200
7308836,145221
7308910,145242
7308985,145263
7309059,145284
7309134,145305
7309209,145326
7309283,145347
7309358,145368
7309436,145390
7309510,145411
7309585,145432
7309659,145453
7309734,145474
7309809,145495
7309883,145516
7309958,145537
7310032,145558
7310107,145579
7310181,145600
7310256,145621
7310330,145642
7310409,145664
7310483,145685
7310558,145706
7310632,145727
7310707,145748
7310781,145769
7310856,145790
7310931,145811
7311005,145832
7311080,145853
7311154,145874
7311229,145895
7311304,145916
7311382,145938
7311456,145959
7311531,145980
7311606,146001
7311680,146022
7311755,146043
7311829,146064
7311904,146085
7311979,146106
7312053,146127
7312128,146148
7312202,146169
7312277,146190
7312355,146212
7312430,146233
7312504,146254
7312579,146275
7312654,146296
7312728,146317
7312803,146338
7312878,146359
7312952,146380
7313027,146401
7313101,146422
7313176,146443
7313251,146464
7313329,146486
7313404,146507
7313478,146528
7313553,146549
7313628,146570
7313702,146591
7313777,146612
7313852,146633
7313926,146654
7314001,146675
7314075,146696
7314150,146717
7314225,146738
7314303,146760
7314378,146781
7314452,146802
7314527,146823
7314602,146844
7314676,146865
7314751,146886
7314826,146907
7314900,146928
7314975,146949
7315050,146970
7315124,146991
7315199,147012
7315274,147033
7315352,147055
7315427,147076
7315501,147097
7315576,147118
7315651,147139
7315726,147160
7315800,147181
7315875,147202
7315950,147223
7316024,147244
7316099,147265
7316174,147286
7316249,147307
7316327,147329
7316402,147350
7316476,147371
7316551,147392
7316626,147413
7316700,147434
7316775,147455
7316850,147476
7316925,147497
7316999,147518
7317074,147539
7317149,147560
7317223,147581
7317302,147603
7317377,147624
7317451,147645
7317526,147666
7317601,147687
7317676,147708
7317750,147729
7317825,147750
7317900,147771
7317975,147792
7318049,147813
7318124,147834
7318199,147855
7318277,147877
7318352,147898
7318427,147919
7318501,147940
7318576,147961
7318651,147982
7318726,148003
7318800,148024
7318875,148045
7318950,148066
7319025,148087
7319100,148108
7319174,148129
7319253,148151
7319328,148172
7319402,148193
7319477,148214
7319552,148235
7319627,148256
7319701,148277
7319776,148298
7319851,148319
7319926,148340
7320001,148361
7320075,148382
7320150,148403
7320229,148425
7320303,148446
7320378,148467
7320453,148488
7320528,148509
7320603,148530
7320678,148551
7320752,148572
7320827,148593
7320902,148614
7320977,148635
7321052,148656
7321126,148677
7321205,148699
7321280,148720
7321355,148741
7321429,148762
7321504,148783
7321579,148804
7321654,148825
7321729,148846
7321804,148867
7321878,148888
7321953,148909
7322028,148930
7322103,148951
7322181,148973
7322256,148994
7322331,149015
7322406,149036
7322481,149057
7322556,149078
7322631,149099
7322705,149120
7322780,149141
7322855,149162
7322930,149183
7323005,149204
7323080,149225
7323155,149246
7323233,149268
7323308,149289
7323383,149310
7323458,149331
7323533,149352
7323608,149373
7323682,149394
7323757,149415
7323832,149436
7323907,149457
7323982,149478
7324057,149499
7324132,149520
7324210,149542
7324285,149563
7324360,149584
7324435,149605
7324510,149626
7324585,149647
7324660,149668
7324735,149689
7324810,149710
7324885,149731
7324959,149752
7325034,149773
7325109,149794
7325188,149816
7325263,149837
7325338,149858
7325413,149879
7325488,149900
7325562,149921
7325637,149942
7325712,149963
7325787,149984
7325862,150005
7325937,150026
7326012,150047
7326087,150068
7326166,150090
7326241,150111
7326316,150132
7326390,150153
7326465,150174
7326540,150195
7326615,150216
7326690,150237
7326765,150258
7326840,150279
7326915,150300
7326990,150321
7327065,150342
7327144,150364
7327219,150385
7327294,150406
7327369,150427
7327444,150448
7327519,150469
7327594,150490
7327669,150511
7327744,150532
7327819,150553
7327894,150574
7327969,150595
7328044,150616
7328122,150638
7328197,150659
7328272,150680
7328347,150701
7328422,150722
7328497,150743
7328572,150764
7328647,150785
7328722,150806
7328797,150827
7328872,150848
7328947,150869
7329022,150890
7329101,150912
7329176,150933
7329251,150954
7329326,150975
7329401,150996
7329476,151017
7329551,151038
7329626,151059
7329701,151080
7329776,151101
7329851,151122
7329926,151143
7330001,151164
7330080,151186
7330155,151207
7330230,151228
7330305,151249
7330380,151270
7330455,151291
7330530,151312
7330605,151333
7330680,151354
7330755,151375
7330831,151396
7330906,151417
7330981,151438
7331056,151459
7331134,151481
7331209,151502
7331285,151523
7331360,151544
7331435,151565
7331510,151586
7331585,151607
7331660,151628
7331735,151649
7331810,151670
7331885,151691
7331960,151712
7332035,151733
7332114,151755
7332189,151776
7332264,151797
7332339,151818
7332415,151839
7332490,151860
7332565,151881
7332640,151902
7332715,151923
7332790,151944
7332865,151965
7332940,151986
7333015,152007
7333094,152029
7333169,152050
7333244,152071
7333319,152092
7333395,152113
7333470,152134
7333545,152155
7333620,152176
7333695,152197
7333770,152218
7333845,152239
7333921,152260
7333996,152281
7334074,152303
7334150,152324
7334225,152345
7334300,152366
7334375,152387
7334450,152408
7334525,152429
7334601,152450
7334676,152471
7334751,152492
7334826,152513
7334901,152534
7334976,152555
7335055,152577
7335130,152598
7335205,152619
7335281,152640
7335356,152661
7335431,152682
7335506,152703
7335581,152724
7335657,152745
7335732,152766
7335807,152787
7335882,152808
7335957,152829
7336036,152851
7336111,152872
7336186,152893
7336262,152914
7336337,152935
7336412,152956
7336487,152977
7336563,152998
7336638,153019
7336713,153040
7336788,153061
7336863,153082
7336939,153103
7337017,153125
7337093,153146
7337168,153167
7337243,153188
7337318,153209
7337394,153230
7337469,153251
7337544,153272
7337619,153293
7337694,153314
7337770,153335
7337845,153356
7337920,153377
7337999,153399
7338074,153420
7338149,153441
7338225,153462
7338300,153483
7338375,153504
7338450,153525
7338526,153546
7338601,153567
7338676,153588
7338752,153609
7338827,153630
7338902,153651
7338981,153673
7339056,153694
7339131,153715
7339207,153736
7339282,153757
7339357,153778
7339433,153799
7339508,153820
7339583,153841
7339658,153862
7339734,153883
7339809,153904
7339884,153925
7339960,153946
7340038,153968
7340114,153989
7340189,154010
7340264,154031
7340340,154052
7340415,154073
7340490,154094
7340566,154115
7340641,154136
7340716,154157
7340792,154178
7340867,154199
7340942,154220
7341021,154242
7341096,154263
7341172,154284
7341247,154305
7341322,154326
7341398,154347
7341473,154368
7341548,154389
7341624,154410
7341699,154431
7341774,154452
7341850,154473
7341925,154494
7342004,154516
7342079,154537
7342155,154558
7342230,154579
7342305,154600
7342381,154621
7342456,154642
7342531,154663
7342607,154684
7342682,154705
7342758,154726
7342833,154747
7342908,154768
7342987,154790
7343063,154811
7343138,154832
7343213,154853
7343289,154874
7343364,154895
7343439,154916
7343515,154937
7343590,154958
7343666,154979
7343741,155000
7343816,155021
7343892,155042
7343971,155064
7344046,155085
7344122,155106
7344197,155127
7344272,155148
7344348,155169
7344423,155190
7344499,155211
7344574,155232
7344649,155253
7344725,155274
7344800,155295
7344876,155316
7344955,155338
7345030,155359
7345106,155380
7345181,155401
7345256,155422
7345332,155443
7345407,155464
7345483,155485
7345558,155506
7345634,155527
7345709,155548
7345784,155569
7345860,155590
7345939,155612
7346014,155633
7346090,155654
7346165,155675
7346241,155696
7346316,155717
7346392,155738
7346467,155759
7346542,155780
7346618,155801
7346693,155822
7346769,155843
7346844,155864
7346923,155886
7346999,155907
7347074,155928
7347150,155949
7347225,155970
7347301,155991
7347376,156012
7347452,156033
7347527,156054
7347603,156075
7347678,156096
7347754,156117
7347829,156138
7347905,156159
7347984,156181
7348059,156202
7348135,156223
7348210,156244
7348286,156265
7348361,156286
7348437,156307
7348512,156328
7348588,156349
7348663,156370
7348739,156391
7348814,156412
7348890,156433
7348969,156455
7349044,156476
7349120,156497
7349196,156518
7349271,156539
7349347,156560
7349422,156581
7349498,156602
7349573,156623
7349649,156644
7349724,156665
7349800,156686
7349875,156707
7349955,156729
7350030,156750
7350106,156771
7350181,156792
7350257,156813
7350332,156834
7350408,156855
7350483,156876
7350559,156897
7350635,156918
7350710,156939
7350786,156960
7350861,156981
7350940,157003
7351016,157024
7351092,157045
7351167,157066
7351243,157087
7351318,157108
7351394,157129
13986307,969631
13986387,969639
13986467,969647
13986547,969655
13986637,969664
13986717,969672
13986797,969680
13986877,969688
13986957,969696
13987037,969704
13987117,969712
13987207,969721
13987287,969729
13987367,969737
13987447,969745
13987527,969753
13987607,969761
13987697,969770
13987777,969778
13987858,969786
13987938,969794
13988018,969802
13988098,969810
13988178,969818
13988268,969827
13988348,969835
13988428,969843
13988508,969851
13988588,969859
13988668,969867
13988748,969875
13988838,969884
13988918,969892
13988998,969900
13989078,969908
13989158,969916
13989238,969924
13989328,969933
13989408,969941
13989488,969949
13989568,969957
13989648,969965
13989728,969973
13989808,969981
13989898,969990
13989978,969998
13990058,970006
13990138,970014
13990218,970022
13990298,970030
13990378,970038
13990468,970047
13990548,970055
13990628,970063
13990708,970071
13990788,970079
13990868,970087
13990958,970096
13991039,970104
13991119,970112
13991199,970120
13991279,970128
13991359,970136
13991439,970144
13991529,970153
13991609,970161
13991689,970169
13991769,970177
13991849,970185
13991929,970193
13992009,970201
13992099,970210
13992179,970218
13992259,970226
13992339,970234
13992419,970242
13992499,970250
13992589,970259
13992669,970267
13992749,970275
13992829,970283
13992909,970291
13992989,970299
13993069,970307
13993159,970316
13993239,970324
13993319,970332
13993399,970340
13993479,970348
13993559,970356
13993640,970364
13993730,970373
13993810,970381
13993890,970389
13993970,970397
13994050,970405
13994130,970413
13994220,970422
13994300,970430
13994380,970438
13994460,970446
13994540,970454
13994620,970462
13994700,970470
13994790,970479
13994870,970487
13994950,970495
13995030,970503
13995110,970511
13995190,970519
13995270,970527
13995360,970536
13995440,970544
13995520,970552
13995600,970560
13995680,970568
13995760,970576
13995851,970585
13995931,970593
13996011,970601
13996091,970609
13996171,970617
13996251,970625
13996331,970633
13996421,970642
13996501,970650
13996581,970658
13996661,970666
13996741,970674
13996821,970682
13996901,970690
13996991,970699
13997071,970707
13997151,970715
13997231,970723
13997311,970731
13997391,970739
13997471,970747
13997561,970756
13997641,970764
13997721,970772
13997802,970780
13997882,970788
13997962,970796
13998052,970805
13998132,970813
13998212,970821
13998292,970829
13998372,970837
13998452,970845
13998532,970853
13998622,970862
13998702,970870
13998782,970878
13998862,970886
13998942,970894
13999022,970902
13999102,970910
13999192,970919
13999272,970927
13999352,970935
13999432,970943
13999512,970951
13999593,970959
13999683,970968
13999763,970976
13999843,970984
13999923,970992
14000003,971000
14000083,971008
14000163,971016
14000253,971025
14000333,971033
14000413,971041
14000493,971049
14000573,971057
14000653,971065
14000733,971073
14000823,971082
14000903,971090
14000983,971098
14001063,971106
14001143,971114
14001224,971122
14001314,971131
14001394,971139
14001474,971147
14001554,971155
14001634,971163
14001714,971171
14001794,971179
14001884,971188
14001964,971196
14002044,971204
14002124,971212
14002204,971220
14002284,971228
14002364,971236
14002454,971245
14002534,971253
14002614,971261
14002694,971269
14002775,971277
14002855,971285
14002945,971294
14003025,971302
14003105,971310
14003185,971318
14003265,971326
14003345,971334
14003425,971342
14003515,971351
14003595,971359
14003675,971367
14003755,971375
14003835,971383
14003915,971391
14003995,971399
14004085,971408
14004165,971416
14004246,971424
14004326,971432
14004406,971440
14004486,971448
14004576,971457
14004656,971465
14004736,971473
14004816,971481
14004896,971489
14004976,971497
14005056,971505
14005146,971514
14005226,971522
14005306,971530
14005386,971538
14005466,971546
14005546,971554
14005627,971562
14005717,971571
14005797,971579
14005877,971587
14005957,971595
14006037,971603
14006117,971611
14006207,971620
14006287,971628
14006367,971636
14006447,971644
14006527,971652
14006607,971660
14006687,971668
14006777,971677
14006857,971685
14006938,971693
14007018,971701
14007098,971709
14007178,971717
14007258,971725
14007348,971734
14007428,971742
14007508,971750
14007588,971758
14007668,971766
14007748,971774
14007838,971783
14007918,971791
14007998,971799
14008078,971807
14008159,971815
14008239,971823
14008319,971831
14008409,971840
14008489,971848
14008569,971856
14008649,971864
14008729,971872
14008809,971880
14008889,971888
14008979,971897
14009059,971905
14009139,971913
14009219,971921
14009299,971929
14009380,971937
14009460,971945
14009550,971954
14009630,971962
14009710,971970
14009790,971978
14009870,971986
14009950,971994
14010040,972003
14010120,972011
14010200,972019
14010280,972027
14010360,972035
14010440,972043
14010521,972051
14010611,972060
14010691,972068
14010771,972076
14010851,972084
14010931,972092
14011011,972100
14011091,972108
14011181,972117
14011261,972125
14011341,972133
14011421,972141
14011501,972149
14011581,972157
14011672,972166
14011752,972174
14011832,972182
14011912,972190
14011992,972198
14012072,972206
14012152,972214
14012242,972223
14012322,972231
14012402,972239
14012482,972247
14012562,972255
14012642,972263
14012722,972271
14012813,972280
14012893,972288
14012973,972296
14013053,972304
14013133,972312
14013213,972320
14013303,972329
14013383,972337
14013463,972345
14013543,972353
14013623,972361
14013703,972369
14013783,972377
14013874,972386
14013954,972394
14014034,972402
14014114,972410
14014194,972418
14014274,972426
14014354,972434
14014444,972443
14014524,972451
14014604,972459
14014684,972467
14014764,972475
14014845,972483
14014935,972492
14015015,972500
14015095,972508
14015175,972516
14015255,972524
14015335,972532
14015415,972540
14015505,972549
14015585,972557
14015665,972565
14015745,972573
14015826,972581
14015906,972589
14015986,972597
14016076,972606
14016156,972614
14016236,972622
14016316,972630
14016396,972638
14016476,972646
14016566,972655
14016646,972663
14016726,972671
14016807,972679
14016887,972687
14016967,972695
14017047,972703
14017137,972712
14017217,972720
14017297,972728
14017377,972736
14017457,972744
14017537,972752
14017617,972760
14017707,972769
14017788,972777
14017868,972785
14017948,972793
14018028,972801
14018108,972809
14018198,972818
14018278,972826
14018358,972834
14018438,972842
14018518,972850
14018598,972858
14018679,972866
14018769,972875
14018849,972883
14018929,972891
14019009,972899
14019089,972907
14019169,972915
14019249,972923
14019339,972932
14019419,972940
14019499,972948
14019579,972956
14019660,972964
14019740,972972
14019820,972980
14019910,972989
14019990,972997
14020070,973005
14020150,973013
14020230,973021
14020310,973029
14020400,973038
14020481,973046
14020561,973054
14020641,973062
14020721,973070
14020801,973078
14020881,973086
14020971,973095
14021051,973103
14021131,973111
14021211,973119
14021291,973127
14021372,973135
14021452,973143
14021542,973152
14021622,973160
14021702,973168
14021782,973176
14021862,973184
14021942,973192
14022032,973201
14022112,973209
14022192,973217
14022273,973225
14022353,973233
14022433,973241
14022513,973249
14022603,973258
14022683,973266
14022763,973274
14022843,973282
14022923,973290
14023003,973298
14023084,973306
14023174,973315
14023254,973323
14023334,973331
14023414,973339
14023494,973347
14023574,973355
14023664,973364
14023744,973372
14023824,973380
14023905,973388
14023985,973396
14024065,973404
14024145,973412
14024235,973421
14024315,973429
14024395,973437
14024475,973445
14024555,973453
14024635,973461
14024716,973469
14024806,973478
14024886,973486
14024966,973494
14025046,973502
14025126,973510
14025206,973518
14025296,973527
14025376,973535
14025456,973543
14025537,973551
14025617,973559
14025697,973567
14025777,973575
14025867,973584
14025947,973592
14026027,973600
14026107,973608
14026187,973616
14026268,973624
14026348,973632
14026438,973641
14026518,973649
14026598,973657
14026678,973665
14026758,973673
14026838,973681
14026928,973690
14027008,973698
14027089,973706
14027169,973714
14027249,973722
14027329,973730
14027409,973738
14027499,973747
14027579,973755
14027659,973763
14027739,973771
14027820,973779
14027900,973787
14027980,973795
14028070,973804
14028150,973812
14028230,973820
14028310,973828
14028390,973836
14028470,973844
14028561,973853
14028641,973861
14028721,973869
14028801,973877
14028881,973885
14028961,973893
14029041,973901
14029131,973910
14029211,973918
14029292,973926
14029372,973934
14029452,973942
14029532,973950
14029612,973958
14029702,973967
14029782,973975
14029862,973983
14029942,973991
14030023,973999
14030103,974007
14030193,974016
14030273,974024
14030353,974032
14030433,974040
14030513,974048
14030593,974056
14030673,974064
14030764,974073
14030844,974081
14030924,974089
14031004,974097
14031084,974105
14031164,974113
14031244,974121
14031334,974130
14031414,974138
14031495,974146
14031575,974154
14031655,974162
14031735,974170
14031815,974178
14031905,974187
14031985,974195
14032065,974203
14032146,974211
14032226,974219
14032306,974227
14032396,974236
14032476,974244
14032556,974252
14032636,974260
14032716,974268
14032796,974276
14032877,974284
14032967,974293
14033047,974301
14033127,974309
14033207,974317
14033287,974325
14033367,974333
14033447,974341
14033538,974350
14033618,974358
14033698,974366
14033778,974374
14033858,974382
14033938,974390
14034028,974399
14034108,974407
14034189,974415
14034269,974423
14034349,974431
14034429,974439
14034509,974447
14034599,974456
14034679,974464
14034759,974472
14034839,974480
14034920,974488
14035000,974496
14035080,974504
14035170,974513
14035250,974521
14035330,974529
14035410,974537
14035490,974545
14035571,974553
14035661,974562
14035741,974570
14035821,974578
14035901,974586
14035981,974594
14036061,974602
14036141,974610
14036232,974619
14036312,974627
14036392,974635
14036472,974643
14036552,974651
14036632,974659
14036712,974667
14036802,974676
14036883,974684
14036963,974692
14037043,974700
14037123,974708
14037203,974716
14037293,974725
14037373,974733
14037454,974741
14037534,974749
14037614,974757
14037694,974765
14037774,974773
14037864,974782
14037944,974790
14038024,974798
14038105,974806
14038185,974814
14038265,974822
14038345,974830
14038435,974839
14038515,974847
14038595,974855
14038675,974863
14038756,974871
14038836,974879
14038926,974888
14039006,974896
14039086,974904
14039166,974912
14039246,974920
14039327,974928
14039407,974936
14039497,974945
14039577,974953
14039657,974961
14039737,974969
14039817,974977
14039897,974985
14039978,974993
14040068,975002
14040148,975010
14040228,975018
14040308,975026
14040388,975034
14040468,975042
14040559,975051
14040639,975059
14040719,975067
14040799,975075
14040879,975083
14040959,975091
14041039,975099
14041129,975108
14041210,975116
14041290,975124
14041370,975132
14041450,975140
14041530,975148
14041610,975156
14041700,975165
14041781,975173
14041861,975181
14041941,975189
14042021,975197
14042101,975205
14042181,975213
14042271,975222
14042352,975230
14042432,975238
14042512,975246
14042592,975254
14042672,975262
14042762,975271
14042842,975279
14042923,975287
14043003,975295
14043083,975303
14043163,975311
14043243,975319
14043333,975328
14043413,975336
14043494,975344
14043574,975352
14043654,975360
14043734,975368
14043814,975376
14043904,975385
14043984,975393
14044065,975401
14044145,975409
14044225,975417
14044305,975425
14044395,975434
14044475,975442
14044555,975450
14044636,975458
14044716,975466
14044796,975474
14044876,975482
14044966,975491
14045046,975499
14045126,975507
14045207,975515
14045287,975523
14045367,975531
14045447,975539
14045537,975548
14045617,975556
14045697,975564
14045778,975572
14045858,975580
14045938,975588
14046028,975597
14046108,975605
14046188,975613
14046268,975621
14046349,975629
14046429,975637
14046509,975645
14046599,975654
14046679,975662
14046759,975670
14046839,975678
14046920,975686
14047000,975694
14047080,975702
14047170,975711
14047250,975719
14047330,975727
14047410,975735
14047491,975743
14047571,975751
14047661,975760
14047741,975768
14047821,975776
14047901,975784
14047982,975792
14048062,975800
14048142,975808
14048232,975817
14048312,975825
14048392,975833
14048472,975841
14048553,975849
14048633,975857
14048713,975865
14048803,975874
14048883,975882
14048963,975890
14049044,975898
14049124,975906
14049204,975914
14049294,975923
14049374,975931
14049454,975939
14049534,975947
14049615,975955
14049695,975963
14049775,975971
14049865,975980
14049945,975988
14050025,975996
14050106,976004
14050186,976012
14050266,976020
14050346,976028
14050436,976037
14050516,976045
14050596,976053
14050677,976061
14050757,976069
14050837,976077
14050927,976086
14051007,976094
14051087,976102
14051168,976110
14051248,976118
14051328,976126
14051408,976134
14051498,976143
14051578,976151
14051659,976159
14051739,976167
14051819,976175
14051899,976183
14051979,976191
14052069,976200
14052149,976208
14052230,976216
14052310,976224
14052390,976232
14052470,976240
14052550,976248
14052640,976257
14052721,976265
14052801,976273
14052881,976281
14052961,976289
14053041,976297
14053131,976306
14053212,976314
14053292,976322
14053372,976330
14053452,976338
14053532,976346
14053612,976354
14053703,976363
14053783,976371
14053863,976379
14053943,976387
14054023,976395
14054103,976403
14054183,976411
14054274,976420
14054354,976428
14054434,976436
14054514,976444
14054594,976452
14054674,976460
14054765,976469
14054845,976477
14054925,976485
14055005,976493
14055085,976501
14055165,976509
14055246,976517
14055336,976526
14055416,976534
14055496,976542
14055576,976550
14055656,976558
14055737,976566
14055817,976574
14055907,976583
14055987,976591
14056067,976599
14056147,976607
14056228,976615
14056308,976623
14056398,976632
14056478,976640
14056558,976648
14056638,976656
14056719,976664
14056799,976672
14056879,976680
14056969,976689
14057049,976697
14057130,976705
14057210,976713
14057290,976721
14057370,976729
14057450,976737
14057540,976746
14057621,976754
14057701,976762
14057781,976770
14057861,976778
14057941,976786
14058031,976795
14058112,976803
14058192,976811
14058272,976819
14058352,976827
14058432,976835
14058512,976843
14058603,976852
14058683,976860
14058763,976868
14058843,976876
14058923,976884
14059003,976892
14059084,976900
14059174,976909
14059254,976917
14059334,976925
14059414,976933
14059495,976941
14059575,976949
14059665,976958
14059745,976966
14059825,976974
14059905,976982
14059986,976990
14060066,976998
14060146,977006
14060236,977015
14060316,977023
14060396,977031
14060477,977039
14060557,977047
14060637,977055
14060717,977063
14060807,977072
14060888,977080
14060968,977088
14061048,977096
14061128,977104
14061208,977112
14061298,977121
14061379,977129
14061459,977137
14061539,977145
14061619,977153
14061699,977161
14061779,977169
14061870,977178
14061950,977186
14062030,977194
14062110,977202
14062190,977210
14062271,977218
14062351,977226
14062441,977235
14062521,977243
14062601,977251
14062681,977259
14062762,977267
14062842,977275
14062932,977284
14063012,977292
14063092,977300
14063173,977308
14063253,977316
14063333,977324
14063413,977332
14063503,977341
14063583,977349
14063664,977357
14063744,977365
14063824,977373
14063904,977381
14063984,977389
14064075,977398
14064155,977406
14064235,977414
14064315,977422
14064395,977430
14064475,977438
14064556,977446
14064646,977455
14064726,977463
14064806,977471
14064886,977479
14064967,977487
14065047,977495
14065137,977504
14065217,977512
14065297,977520
14065378,977528
14065458,977536
14065538,977544
14065618,977552
14065708,977561
14065788,977569
14065869,977577
14065949,977585
14066029,977593
14066109,977601
14066189,977609
14066280,977618
14066360,977626
14066440,977634
14066520,977642
14066600,977650
14066681,977658
14066771,977667
14066851,977675
14066931,977683
