Stepper Position,Predicted Frequency
135905,7275940
135926,7276014
135947,7276087
135968,7276161
135990,7276238
136011,7276312
136032,7276386
136053,7276460
136074,7276534
136095,7276607
136116,7276681
136137,7276755
136158,7276829
136179,7276903
136200,7276976
136221,7277050
136242,7277124
136264,7277201
136285,7277275
136306,7277349
136327,7277423
136348,7277497
136369,7277570
136390,7277644
136411,7277718
136432,7277792
136453,7277866
136474,7277939
136495,7278013
136516,7278087
136538,7278164
136559,7278238
136580,7278312
136601,7278386
136622,7278460
136643,7278534
136664,7278607
136685,7278681
136706,7278755
136727,7278829
136748,7278903
136769,7278977
136790,7279051
136812,7279128
136833,7279202
136854,7279276
136875,7279349
136896,7279423
136917,7279497
136938,7279571
136959,7279645
136980,7279719
137001,7279793
137022,7279867
137043,7279940
137064,7280014
137086,7280092
137107,7280166
137128,7280239
137149,7280313
137170,7280387
137191,7280461
137212,7280535
137233,7280609
137254,7280683
137275,7280757
137296,7280830
137317,7280904
137338,7280978
137360,7281056
137381,7281130
137402,7281203
137423,7281277
137444,7281351
137465,7281425
137486,7281499
137507,7281573
137528,7281647
137549,7281721
137570,7281795
137591,7281869
137612,7281943
137634,7282020
137655,7282094
137676,7282168
137697,7282242
137718,7282316
137739,7282390
137760,7282464
137781,7282537
137802,7282611
137823,7282685
137844,7282759
137865,7282833
137886,7282907
137907,7282981
137929,7283059
137950,7283132
137971,7283206
137992,7283280
138013,7283354
138034,7283428
138055,7283502
138076,7283576
138097,7283650
138118,7283724
138139,7283798
138160,7283872
138181,7283946
138203,7284023
138224,7284097
138245,7284171
138266,7284245
138287,7284319
138308,7284393
138329,7284467
138350,7284541
138371,7284615
138392,7284689
138413,7284763
138434,7284837
138455,7284911
138477,7284989
138498,7285063
138519,7285137
138540,7285211
138561,7285285
138582,7285359
138603,7285433
138624,7285506
138645,7285580
138666,7285654
138687,7285728
138708,7285802
138729,7285876
138751,7285954
138772,7286028
138793,7286102
138814,7286176
138835,7286250
138856,7286324
138877,7286398
138898,7286472
138919,7286546
138940,7286620
138961,7286694
138982,7286768
139003,7286842
139025,7286920
139046,7286994
139067,7287068
139088,7287142
139109,7287216
139130,7287290
139151,7287364
139172,7287438
139193,7287512
139214,7287586
139235,7287660
139256,7287734
139277,7287808
139299,7287886
139320,7287960
139341,7288034
139362,7288108
139383,7288182
139404,7288256
139425,7288330
139446,7288404
139467,7288478
139488,7288552
139509,7288626
139530,7288700
139551,7288775
139573,7288852
139594,7288926
139615,7289000
139636,7289074
139657,7289148
139678,7289222
139699,7289297
139720,7289371
139741,7289445
139762,7289519
139783,7289593
139804,7289667
139825,7289741
139847,7289819
139868,7289893
139889,7289967
139910,7290041
139931,7290115
139952,7290189
139973,7290263
139994,7290337
140015,7290412
140036,7290486
140057,7290560
140078,7290634
140099,7290708
140120,7290782
140142,7290860
140163,7290934
140184,7291008
140205,7291082
140226,7291156
140247,7291230
140268,7291304
140289,7291379
140310,7291453
140331,7291527
140352,7291601
140373,7291675
140394,7291749
140416,7291827
140437,7291901
140458,7291975
140479,7292049
140500,7292123
140521,7292198
140542,7292272
140563,7292346
140584,7292420
140605,7292494
140626,7292568
140647,7292643
140668,7292717
140690,7292794
140711,7292869
140732,7292943
140753,7293017
140774,7293091
140795,7293165
140816,7293239
140837,7293314
140858,7293388
140879,7293462
140900,7293536
140921,7293610
140942,7293684
140964,7293762
140985,7293836
141006,7293911
141027,7293985
141048,7294059
141069,7294133
141090,7294207
141111,7294282
141132,7294356
141153,7294430
141174,7294504
141195,7294578
141216,7294653
141238,7294730
141259,7294804
141280,7294879
141301,7294953
141322,7295027
141343,7295101
141364,7295176
141385,7295250
141406,7295324
141427,7295398
141448,7295472
141469,7295547
141490,7295621
141512,7295699
141533,7295773
141554,7295847
141575,7295921
141596,7295996
141617,7296070
141638,7296144
141659,7296218
141680,7296293
141701,7296367
141722,7296441
141743,7296515
141764,7296590
141786,7296667
141807,7296742
141828,7296816
141849,7296890
141870,7296964
141891,7297039
141912,7297113
141933,7297187
141954,7297261
141975,7297336
141996,7297410
142017,7297484
142038,7297558
142060,7297636
142081,7297711
142102,7297785
142123,7297859
142144,7297933
142165,7298008
142186,7298082
142207,7298156
142228,7298230
142249,7298305
142270,7298379
142291,7298453
142312,7298528
142333,7298602
142355,7298680
142376,7298754
142397,7298828
142418,7298903
142439,7298977
142460,7299051
142481,7299126
142502,7299200
142523,7299274
142544,7299349
142565,7299423
142586,7299497
142607,7299571
142629,7299649
142650,7299724
142671,7299798
142692,7299872
142713,7299947
142734,7300021
142755,7300095
142776,7300170
142797,7300244
142818,7300318
142839,7300393
142860,7300467
142881,7300541
142903,7300619
142924,7300694
142945,7300768
142966,7300842
142987,7300917
143008,7300991
143029,7301065
143050,7301140
143071,7301214
143092,7301288
143113,7301363
143134,7301437
143155,7301511
143177,7301589
143198,7301664
143219,7301738
143240,7301812
143261,7301887
143282,7301961
143303,7302036
143324,7302110
143345,7302184
143366,7302259
143387,7302333
143408,7302407
143429,7302482
143451,7302560
143472,7302634
143493,7302709
143514,7302783
143535,7302857
143556,7302932
143577,7303006
143598,7303081
143619,7303155
143640,7303229
143661,7303304
143682,7303378
143703,7303453
143725,7303531
143746,7303605
143767,7303679
143788,7303754
143809,7303828
143830,7303903
143851,7303977
143872,7304051
143893,7304126
143914,7304200
143935,7304275
143956,7304349
143977,7304424
143999,7304502
144020,7304576
144041,7304650
144062,7304725
144083,7304799
144104,7304874
144125,7304948
144146,7305023
144167,7305097
144188,7305172
144209,7305246
144230,7305320
144251,7305395
144273,7305473
144294,7305547
144315,7305622
144336,7305696
144357,7305771
144378,7305845
144399,7305920
144420,7305994
144441,7306069
144462,7306143
144483,7306218
144504,7306292
144525,7306366
144546,7306441
144568,7306519
144589,7306593
144610,7306668
144631,7306742
144652,7306817
144673,7306891
144694,7306966
144715,7307040
144736,7307115
144757,7307189
144778,7307264
144799,7307338
144820,7307413
144842,7307491
144863,7307565
144884,7307640
144905,7307714
144926,7307789
144947,7307863
144968,7307938
144989,7308013
145010,7308087
145031,7308162
145052,7308236
145073,7308311
145094,7308385
145116,7308463
145137,7308538
145158,7308612
145179,7308687
145200,7308761
145221,7308836
145242,7308910
145263,7308985
145284,7309059
145305,7309134
145326,7309209
145347,7309283
145368,7309358
145390,7309436
145411,7309510
145432,7309585
145453,7309659
145474,7309734
145495,7309809
145516,7309883
145537,7309958
145558,7310032
145579,7310107
145600,7310181
145621,7310256
145642,7310330
145664,7310409
145685,7310483
145706,7310558
145727,7310632
145748,7310707
145769,7310781
145790,7310856
145811,7310931
145832,7311005
145853,7311080
145874,7311154
145895,7311229
145916,7311304
145938,7311382
145959,7311456
145980,7311531
146001,7311606
146022,7311680
146043,7311755
146064,7311829
146085,7311904
146106,7311979
146127,7312053
146148,7312128
146169,7312202
146190,7312277
146212,7312355
146233,7312430
146254,7312504
146275,7312579
146296,7312654
146317,7312728
146338,7312803
146359,7312878
146380,7312952
146401,7313027
146422,7313101
146443,7313176
146464,7313251
146486,7313329
146507,7313404
146528,7313478
146549,7313553
146570,7313628
146591,7313702
146612,7313777
146633,7313852
146654,7313926
146675,7314001
146696,7314075
146717,7314150
146738,7314225
146760,7314303
146781,7314378
146802,7314452
146823,7314527
146844,7314602
146865,7314676
146886,7314751
146907,7314826
146928,7314900
146949,7314975
146970,7315050
146991,7315124
147012,7315199
147033,7315274
147055,7315352
147076,7315427
147097,7315501
147118,7315576
147139,7315651
147160,7315726
147181,7315800
147202,7315875
147223,7315950
147244,7316024
147265,7316099
147286,7316174
147307,7316249
147329,7316327
147350,7316402
147371,7316476
147392,7316551
147413,7316626
147434,7316700
147455,7316775
147476,7316850
147497,7316925
147518,7316999
147539,7317074
147560,7317149
147581,7317223
147603,7317302
147624,7317377
147645,7317451
147666,7317526
147687,7317601
147708,7317676
147729,7317750
147750,7317825
147771,7317900
147792,7317975
147813,7318049
147834,7318124
147855,7318199
147877,7318277
147898,7318352
147919,7318427
147940,7318501
147961,7318576
147982,7318651
148003,7318726
148024,7318800
148045,7318875
148066,7318950
148087,7319025
148108,7319100
148129,7319174
148151,7319253
148172,7319328
148193,7319402
148214,7319477
148235,7319552
148256,7319627
148277,7319701
148298,7319776
148319,7319851
148340,7319926
148361,7320001
148382,7320075
148403,7320150
148425,7320229
148446,7320303
148467,7320378
148488,7320453
148509,7320528
148530,7320603
148551,7320678
148572,7320752
148593,7320827
148614,7320902
148635,7320977
148656,7321052
148677,7321126
148699,7321205
148720,7321280
148741,7321355
148762,7321429
148783,7321504
148804,7321579
148825,7321654
148846,7321729
148867,7321804
148888,7321878
148909,7321953
148930,7322028
148951,7322103
148973,7322181
148994,7322256
149015,7322331
149036,7322406
149057,7322481
149078,7322556
149099,7322631
149120,7322705
149141,7322780
149162,7322855
149183,7322930
149204,7323005
149225,7323080
149246,7323155
149268,7323233
149289,7323308
149310,7323383
149331,7323458
149352,7323533
149373,7323608
149394,7323682
149415,7323757
149436,7323832
149457,7323907
149478,7323982
149499,7324057
149520,7324132
149542,7324210
149563,7324285
149584,7324360
149605,7324435
149626,7324510
149647,7324585
149668,7324660
149689,7324735
149710,7324810
149731,7324885
149752,7324959
149773,7325034
149794,7325109
149816,7325188
149837,7325263
149858,7325338
149879,7325413
149900,7325488
149921,7325562
149942,7325637
149963,7325712
149984,7325787
150005,7325862
150026,7325937
150047,7326012
150068,7326087
150090,7326166
150111,7326241
150132,7326316
150153,7326390
150174,7326465
150195,7326540
150216,7326615
150237,7326690
150258,7326765
150279,7326840
150300,7326915
150321,7326990
150342,7327065
150364,7327144
150385,7327219
150406,7327294
150427,7327369
150448,7327444
150469,7327519
150490,7327594
150511,7327669
150532,7327744
150553,7327819
150574,7327894
150595,7327969
150616,7328044
150638,7328122
150659,7328197
150680,7328272
150701,7328347
150722,7328422
150743,7328497
150764,7328572
150785,7328647
150806,7328722
150827,7328797
150848,7328872
150869,7328947
150890,7329022
150912,7329101
150933,7329176
150954,7329251
150975,7329326
150996,7329401
151017,7329476
151038,7329551
151059,7329626
151080,7329701
151101,7329776
151122,7329851
151143,7329926
151164,7330001
151186,7330080
151207,7330155
151228,7330230
151249,7330305
151270,7330380
151291,7330455
151312,7330530
151333,7330605
151354,7330680
151375,7330755
151396,7330831
151417,7330906
151438,7330981
151459,7331056
151481,7331134
151502,7331209
151523,7331285
151544,7331360
151565,7331435
151586,7331510
151607,7331585
151628,7331660
151649,7331735
151670,7331810
151691,7331885
151712,7331960
151733,7332035
151755,7332114
151776,7332189
151797,7332264
151818,7332339
151839,7332415
151860,7332490
151881,7332565
151902,7332640
151923,7332715
151944,7332790
151965,7332865
151986,7332940
152007,7333015
152029,7333094
152050,7333169
152071,7333244
152092,7333319
152113,7333395
152134,7333470
152155,7333545
152176,7333620
152197,7333695
152218,7333770
152239,7333845
152260,7333921
152281,7333996
152303,7334074
152324,7334150
152345,7334225
152366,7334300
152387,7334375
152408,7334450
152429,7334525
152450,7334601
152471,7334676
152492,7334751
152513,7334826
152534,7334901
152555,7334976
152577,7335055
152598,7335130
152619,7335205
152640,7335281
152661,7335356
152682,7335431
152703,7335506
152724,7335581
152745,7335657
152766,7335732
152787,7335807
152808,7335882
152829,7335957
152851,7336036
152872,7336111
152893,7336186
152914,7336262
152935,7336337
152956,7336412
152977,7336487
152998,7336563
153019,7336638
153040,7336713
153061,7336788
153082,7336863
153103,7336939
153125,7337017
153146,7337093
153167,7337168
153188,7337243
153209,7337318
153230,7337394
153251,7337469
153272,7337544
153293,7337619
153314,7337694
153335,7337770
153356,7337845
153377,7337920
153399,7337999
153420,7338074
153441,7338149
153462,7338225
153483,7338300
153504,7338375
153525,7338450
153546,7338526
153567,7338601
153588,7338676
153609,7338752
153630,7338827
153651,7338902
153673,7338981
153694,7339056
153715,7339131
153736,7339207
153757,7339282
153778,7339357
153799,7339433
153820,7339508
153841,7339583
153862,7339658
153883,7339734
153904,7339809
153925,7339884
153946,7339960
153968,7340038
153989,7340114
154010,7340189
154031,7340264
154052,7340340
154073,7340415
154094,7340490
154115,7340566
154136,7340641
154157,7340716
154178,7340792
154199,7340867
154220,7340942
154242,7341021
154263,7341096
154284,7341172
154305,7341247
154326,7341322
154347,7341398
154368,7341473
154389,7341548
154410,7341624
154431,7341699
154452,7341774
154473,7341850
154494,7341925
154516,7342004
154537,7342079
154558,7342155
154579,7342230
154600,7342305
154621,7342381
154642,7342456
154663,7342531
154684,7342607
154705,7342682
154726,7342758
154747,7342833
154768,7342908
154790,7342987
154811,7343063
154832,7343138
154853,7343213
154874,7343289
154895,7343364
154916,7343439
154937,7343515
154958,7343590
154979,7343666
155000,7343741
155021,7343816
155042,7343892
155064,7343971
155085,7344046
155106,7344122
155127,7344197
155148,7344272
155169,7344348
155190,7344423
155211,7344499
155232,7344574
155253,7344649
155274,7344725
155295,7344800
155316,7344876
155338,7344955
155359,7345030
155380,7345106
155401,7345181
155422,7345256
155443,7345332
155464,7345407
155485,7345483
155506,7345558
155527,7345634
155548,7345709
155569,7345784
155590,7345860
155612,7345939
155633,7346014
155654,7346090
155675,7346165
155696,7346241
155717,7346316
155738,7346392
155759,7346467
155780,7346542
155801,7346618
155822,7346693
155843,7346769
155864,7346844
155886,7346923
155907,7346999
155928,7347074
155949,7347150
155970,7347225
155991,7347301
156012,7347376
156033,7347452
156054,7347527
156075,7347603
156096,7347678
156117,7347754
156138,7347829
156159,7347905
156181,7347984
156202,7348059
156223,7348135
156244,7348210
156265,7348286
156286,7348361
156307,7348437
156328,7348512
156349,7348588
156370,7348663
156391,7348739
156412,7348814
156433,7348890
156455,7348969
156476,7349044
156497,7349120
156518,7349196
156539,7349271
156560,7349347
156581,7349422
156602,7349498
156623,7349573
156644,7349649
156665,7349724
156686,7349800
156707,7349875
156729,7349955
156750,7350030
156771,7350106
156792,7350181
156813,7350257
156834,7350332
156855,7350408
156876,7350483
156897,7350559
156918,7350635
156939,7350710
156960,7350786
156981,7350861
157003,7350940
157024,7351016
157045,7351092
157066,7351167
157087,7351243
157108,7351318
157129,7351394
